sample,locus,field,genotyper,accuracy
INCOV059-CV,DPA1,field_1,phlat,0
INCOV059-CV,DPA1,field_2,arcasHLA,1
INCOV059-CV,DPA1,field_2,hlaminer,1
INCOV059-CV,DPA1,field_2,optitype,0
INCOV059-CV,DPA1,field_2,phlat,0
INCOV059-CV,DPA1,field_3,arcasHLA,1
INCOV059-CV,DPA1,field_3,hlaminer,0
INCOV059-CV,DPA1,field_3,optitype,0
INCOV059-CV,DPA1,field_3,phlat,0
INCOV059-CV,DPB1,field_1,arcasHLA,0.5
INCOV059-CV,DPB1,field_1,hlaminer,0.5
INCOV059-CV,DPB1,field_1,optitype,0
INCOV059-CV,DPB1,field_1,phlat,0
INCOV059-CV,DPB1,field_2,arcasHLA,0.5
INCOV059-CV,DPB1,field_2,hlaminer,0.5
INCOV059-CV,DPB1,field_2,optitype,0
INCOV059-CV,DPB1,field_2,phlat,0
INCOV059-CV,DPB1,field_3,arcasHLA,0.5
INCOV059-CV,DPB1,field_3,hlaminer,0
INCOV059-CV,DPB1,field_3,optitype,0
INCOV059-CV,DPB1,field_3,phlat,0
INCOV059-CV,DQA1,field_1,arcasHLA,1
INCOV059-CV,DQA1,field_1,hlaminer,1
INCOV059-CV,DQA1,field_1,optitype,0
INCOV059-CV,DQA1,field_1,phlat,1
INCOV059-CV,DQA1,field_2,arcasHLA,1
INCOV059-CV,DQA1,field_2,hlaminer,1
INCOV059-CV,DQA1,field_2,optitype,0
INCOV059-CV,DQA1,field_2,phlat,1
INCOV059-CV,DQA1,field_3,arcasHLA,1
INCOV059-CV,DQA1,field_3,hlaminer,0
INCOV059-CV,DQA1,field_3,optitype,0
INCOV059-CV,DQA1,field_3,phlat,0.5
INCOV059-CV,DQB1,field_1,arcasHLA,1
INCOV059-CV,DQB1,field_1,hlaminer,1
INCOV059-CV,DQB1,field_1,optitype,0
INCOV059-CV,DQB1,field_1,phlat,1
INCOV059-CV,DQB1,field_2,arcasHLA,1
INCOV059-CV,DQB1,field_2,hlaminer,0.5
INCOV059-CV,DQB1,field_2,optitype,0
INCOV059-CV,DQB1,field_2,phlat,1
INCOV059-CV,DQB1,field_3,arcasHLA,1
INCOV059-CV,DQB1,field_3,hlaminer,0
INCOV059-CV,DQB1,field_3,optitype,0
INCOV059-CV,DQB1,field_3,phlat,0.5
INCOV059-CV,DRB1,field_1,arcasHLA,1
INCOV059-CV,DRB1,field_1,hlaminer,1
INCOV059-CV,DRB1,field_1,optitype,0
INCOV059-CV,DRB1,field_1,phlat,1
INCOV059-CV,DRB1,field_2,arcasHLA,1
INCOV059-CV,DRB1,field_2,hlaminer,0.5
INCOV059-CV,DRB1,field_2,optitype,0
INCOV059-CV,DRB1,field_2,phlat,1
INCOV059-CV,DRB1,field_3,arcasHLA,1
INCOV059-CV,DRB1,field_3,hlaminer,0
INCOV059-CV,DRB1,field_3,optitype,0
INCOV059-CV,DRB1,field_3,phlat,1
INCOV059-CV,DRB3,field_1,arcasHLA,1
INCOV059-CV,DRB3,field_1,hlaminer,1
INCOV059-CV,DRB3,field_1,optitype,0
INCOV059-CV,DRB3,field_1,phlat,0
INCOV059-CV,DRB3,field_2,arcasHLA,1
INCOV059-CV,DRB3,field_2,hlaminer,1
INCOV059-CV,DRB3,field_2,optitype,0
INCOV059-CV,DRB3,field_2,phlat,0
INCOV059-CV,DRB3,field_3,arcasHLA,1
INCOV059-CV,DRB3,field_3,hlaminer,0
INCOV059-CV,DRB3,field_3,optitype,0
INCOV059-CV,DRB3,field_3,phlat,0
INCOV059-CV,DRB4,field_1,arcasHLA,1
INCOV059-CV,DRB4,field_1,hlaminer,1
INCOV059-CV,DRB4,field_1,optitype,0
INCOV059-CV,DRB4,field_1,phlat,0
INCOV059-CV,DRB4,field_2,arcasHLA,1
INCOV059-CV,DRB4,field_2,hlaminer,0
INCOV059-CV,DRB4,field_2,optitype,0
INCOV059-CV,DRB4,field_2,phlat,0
INCOV059-CV,DRB4,field_3,arcasHLA,1
INCOV059-CV,DRB4,field_3,hlaminer,0
INCOV059-CV,DRB4,field_3,optitype,0
INCOV059-CV,DRB4,field_3,phlat,0
INCOV060-AC,A,field_1,arcasHLA,1
INCOV060-AC,A,field_1,hlaminer,1
INCOV060-AC,A,field_1,optitype,0
INCOV060-AC,A,field_1,phlat,1
INCOV060-AC,A,field_2,arcasHLA,1
INCOV060-AC,A,field_2,hlaminer,1
INCOV060-AC,A,field_2,optitype,0
INCOV060-AC,A,field_2,phlat,0.5
INCOV060-AC,A,field_3,arcasHLA,1
INCOV060-AC,A,field_3,hlaminer,0
INCOV060-AC,A,field_3,optitype,0
INCOV060-AC,A,field_3,phlat,0.5
INCOV060-AC,B,field_1,arcasHLA,0.5
INCOV060-AC,B,field_1,hlaminer,0
INCOV060-AC,B,field_1,optitype,0
INCOV060-AC,B,field_1,phlat,1
INCOV060-AC,B,field_2,arcasHLA,0.5
INCOV060-AC,B,field_2,hlaminer,0
INCOV060-AC,B,field_2,optitype,0
INCOV060-AC,B,field_2,phlat,1
INCOV060-AC,B,field_3,arcasHLA,0.5
INCOV060-AC,B,field_3,hlaminer,0
INCOV060-AC,B,field_3,optitype,0
INCOV060-AC,B,field_3,phlat,1
INCOV060-AC,C,field_1,arcasHLA,1
INCOV060-AC,C,field_1,hlaminer,0.5
INCOV060-AC,C,field_1,optitype,0
INCOV060-AC,C,field_1,phlat,1
INCOV060-AC,C,field_2,arcasHLA,1
INCOV060-AC,C,field_2,hlaminer,0.5
INCOV060-AC,C,field_2,optitype,0
INCOV060-AC,C,field_2,phlat,1
INCOV060-AC,C,field_3,arcasHLA,1
INCOV060-AC,C,field_3,hlaminer,0
INCOV060-AC,C,field_3,optitype,0
INCOV060-AC,C,field_3,phlat,0
INCOV060-AC,DPA1,field_1,arcasHLA,1
INCOV060-AC,DPA1,field_1,hlaminer,0.5
INCOV060-AC,DPA1,field_1,optitype,0
INCOV060-AC,DPA1,field_1,phlat,0
INCOV060-AC,DPA1,field_2,arcasHLA,1
INCOV060-AC,DPA1,field_2,hlaminer,0
INCOV060-AC,DPA1,field_2,optitype,0
INCOV060-AC,DPA1,field_2,phlat,0
INCOV060-AC,DPA1,field_3,arcasHLA,1
INCOV060-AC,DPA1,field_3,hlaminer,0
INCOV060-AC,DPA1,field_3,optitype,0
INCOV060-AC,DPA1,field_3,phlat,0
INCOV060-AC,DPB1,field_1,arcasHLA,1
INCOV060-AC,DPB1,field_1,hlaminer,0.5
INCOV060-AC,DPB1,field_1,optitype,0
INCOV060-AC,DPB1,field_1,phlat,0
INCOV060-AC,DPB1,field_2,arcasHLA,1
INCOV060-AC,DPB1,field_2,hlaminer,0.5
INCOV060-AC,DPB1,field_2,optitype,0
INCOV060-AC,DPB1,field_2,phlat,0
INCOV060-AC,DPB1,field_3,arcasHLA,1
INCOV060-AC,DPB1,field_3,hlaminer,0
INCOV060-AC,DPB1,field_3,optitype,0
INCOV060-AC,DPB1,field_3,phlat,0
INCOV060-AC,DQA1,field_1,arcasHLA,1
INCOV060-AC,DQA1,field_1,hlaminer,1
INCOV060-AC,DQA1,field_1,optitype,0
INCOV060-AC,DQA1,field_1,phlat,1
INCOV060-AC,DQA1,field_2,arcasHLA,1
INCOV060-AC,DQA1,field_2,hlaminer,1
INCOV060-AC,DQA1,field_2,optitype,0
INCOV060-AC,DQA1,field_2,phlat,1
INCOV060-AC,DQA1,field_3,arcasHLA,1
INCOV060-AC,DQA1,field_3,hlaminer,0
INCOV060-AC,DQA1,field_3,optitype,0
INCOV060-AC,DQA1,field_3,phlat,0.5
INCOV060-AC,DQB1,field_1,arcasHLA,1
INCOV060-AC,DQB1,field_1,hlaminer,0.5
INCOV060-AC,DQB1,field_1,optitype,0
INCOV060-AC,DQB1,field_1,phlat,1
INCOV060-AC,DQB1,field_2,arcasHLA,1
INCOV060-AC,DQB1,field_2,hlaminer,0.5
INCOV060-AC,DQB1,field_2,optitype,0
INCOV060-AC,DQB1,field_2,phlat,0.5
INCOV060-AC,DQB1,field_3,arcasHLA,1
INCOV060-AC,DQB1,field_3,hlaminer,0
INCOV060-AC,DQB1,field_3,optitype,0
INCOV060-AC,DQB1,field_3,phlat,0
INCOV060-AC,DRB1,field_1,arcasHLA,1
INCOV060-AC,DRB1,field_1,hlaminer,1
INCOV060-AC,DRB1,field_1,optitype,0
INCOV060-AC,DRB1,field_1,phlat,1
INCOV060-AC,DRB1,field_2,arcasHLA,1
INCOV060-AC,DRB1,field_2,hlaminer,1
INCOV060-AC,DRB1,field_2,optitype,0
INCOV060-AC,DRB1,field_2,phlat,1
INCOV060-AC,DRB1,field_3,arcasHLA,1
INCOV060-AC,DRB1,field_3,hlaminer,0
INCOV060-AC,DRB1,field_3,optitype,0
INCOV060-AC,DRB1,field_3,phlat,1
INCOV060-AC,DRB3,field_1,arcasHLA,1
INCOV060-AC,DRB3,field_1,hlaminer,1
INCOV060-AC,DRB3,field_1,optitype,0
INCOV060-AC,DRB3,field_1,phlat,0
INCOV060-AC,DRB3,field_2,arcasHLA,1
INCOV060-AC,DRB3,field_2,hlaminer,1
INCOV060-AC,DRB3,field_2,optitype,0
INCOV060-AC,DRB3,field_2,phlat,0
INCOV060-AC,DRB3,field_3,arcasHLA,1
INCOV060-AC,DRB3,field_3,hlaminer,0
INCOV060-AC,DRB3,field_3,optitype,0
INCOV060-AC,DRB3,field_3,phlat,0
INCOV060-AC,DRB4,field_1,arcasHLA,1
INCOV060-AC,DRB4,field_1,hlaminer,1
INCOV060-AC,DRB4,field_1,optitype,0
INCOV060-AC,DRB4,field_1,phlat,0
INCOV060-AC,DRB4,field_2,arcasHLA,1
INCOV060-AC,DRB4,field_2,hlaminer,1
INCOV060-AC,DRB4,field_2,optitype,0
INCOV060-AC,DRB4,field_2,phlat,0
INCOV060-AC,DRB4,field_3,arcasHLA,1
INCOV060-AC,DRB4,field_3,hlaminer,0
INCOV060-AC,DRB4,field_3,optitype,0
INCOV060-AC,DRB4,field_3,phlat,0
INCOV060-BL,A,field_1,arcasHLA,1
INCOV060-BL,A,field_1,hlaminer,0.5
INCOV060-BL,A,field_1,optitype,1
INCOV060-BL,A,field_1,phlat,1
INCOV060-BL,A,field_2,arcasHLA,0.5
INCOV060-BL,A,field_2,hlaminer,0.5
INCOV060-BL,A,field_2,optitype,1
INCOV060-BL,A,field_2,phlat,0.5
INCOV060-BL,A,field_3,arcasHLA,0.5
INCOV060-BL,A,field_3,hlaminer,0
INCOV060-BL,A,field_3,optitype,0
INCOV060-BL,A,field_3,phlat,0.5
INCOV060-BL,B,field_1,arcasHLA,0.5
INCOV060-BL,B,field_1,hlaminer,1
INCOV060-BL,B,field_1,optitype,1
INCOV060-BL,B,field_1,phlat,1
INCOV060-BL,B,field_2,arcasHLA,0.5
INCOV060-BL,B,field_2,hlaminer,0
INCOV060-BL,B,field_2,optitype,1
INCOV060-BL,B,field_2,phlat,1
INCOV060-BL,B,field_3,arcasHLA,0.5
INCOV060-BL,B,field_3,hlaminer,0
INCOV060-BL,B,field_3,optitype,0
INCOV060-BL,B,field_3,phlat,1
INCOV060-BL,C,field_1,arcasHLA,1
INCOV060-BL,C,field_1,hlaminer,0.5
INCOV060-BL,C,field_1,optitype,1
INCOV060-BL,C,field_1,phlat,1
INCOV060-BL,C,field_2,arcasHLA,1
INCOV060-BL,C,field_2,hlaminer,0
INCOV060-BL,C,field_2,optitype,1
INCOV060-BL,C,field_2,phlat,1
INCOV060-BL,C,field_3,arcasHLA,1
INCOV060-BL,C,field_3,hlaminer,0
INCOV060-BL,C,field_3,optitype,0
INCOV060-BL,C,field_3,phlat,0
INCOV060-BL,DPA1,field_1,arcasHLA,1
INCOV060-BL,DPA1,field_1,hlaminer,0.5
INCOV060-BL,DPA1,field_1,optitype,0
INCOV060-BL,DPA1,field_1,phlat,0
INCOV060-BL,DPA1,field_2,arcasHLA,1
INCOV060-BL,DPA1,field_2,hlaminer,0.5
INCOV060-BL,DPA1,field_2,optitype,0
INCOV060-BL,DPA1,field_2,phlat,0
INCOV060-BL,DPA1,field_3,arcasHLA,1
INCOV060-BL,DPA1,field_3,hlaminer,0
INCOV060-BL,DPA1,field_3,optitype,0
INCOV060-BL,DPA1,field_3,phlat,0
INCOV060-BL,DPB1,field_1,arcasHLA,1
INCOV060-BL,DPB1,field_1,hlaminer,0.5
INCOV060-BL,DPB1,field_1,optitype,0
INCOV060-BL,DPB1,field_1,phlat,0
INCOV060-BL,DPB1,field_2,arcasHLA,1
INCOV060-BL,DPB1,field_2,hlaminer,0.5
INCOV060-BL,DPB1,field_2,optitype,0
INCOV060-BL,DPB1,field_2,phlat,0
INCOV060-BL,DPB1,field_3,arcasHLA,1
INCOV060-BL,DPB1,field_3,hlaminer,0
INCOV060-BL,DPB1,field_3,optitype,0
INCOV060-BL,DPB1,field_3,phlat,0
INCOV060-BL,DQA1,field_1,arcasHLA,1
INCOV060-BL,DQA1,field_1,hlaminer,1
INCOV060-BL,DQA1,field_1,optitype,0
INCOV060-BL,DQA1,field_1,phlat,1
INCOV060-BL,DQA1,field_2,arcasHLA,1
INCOV060-BL,DQA1,field_2,hlaminer,0.5
INCOV060-BL,DQA1,field_2,optitype,0
INCOV060-BL,DQA1,field_2,phlat,1
INCOV060-BL,DQA1,field_3,arcasHLA,1
INCOV060-BL,DQA1,field_3,hlaminer,0
INCOV060-BL,DQA1,field_3,optitype,0
INCOV060-BL,DQA1,field_3,phlat,0.5
INCOV060-BL,DQB1,field_1,arcasHLA,1
INCOV060-BL,DQB1,field_1,hlaminer,0.5
INCOV060-BL,DQB1,field_1,optitype,0
INCOV060-BL,DQB1,field_1,phlat,1
INCOV060-BL,DQB1,field_2,arcasHLA,1
INCOV060-BL,DQB1,field_2,hlaminer,0.5
INCOV060-BL,DQB1,field_2,optitype,0
INCOV060-BL,DQB1,field_2,phlat,0.5
INCOV060-BL,DQB1,field_3,arcasHLA,1
INCOV060-BL,DQB1,field_3,hlaminer,0
INCOV060-BL,DQB1,field_3,optitype,0
INCOV060-BL,DQB1,field_3,phlat,0
INCOV060-BL,DRB1,field_1,arcasHLA,1
INCOV060-BL,DRB1,field_1,hlaminer,1
INCOV060-BL,DRB1,field_1,optitype,0
INCOV060-BL,DRB1,field_1,phlat,1
INCOV060-BL,DRB1,field_2,arcasHLA,1
INCOV060-BL,DRB1,field_2,hlaminer,0.5
INCOV060-BL,DRB1,field_2,optitype,0
INCOV060-BL,DRB1,field_2,phlat,1
INCOV060-BL,DRB1,field_3,arcasHLA,1
INCOV060-BL,DRB1,field_3,hlaminer,0
INCOV060-BL,DRB1,field_3,optitype,0
INCOV060-BL,DRB1,field_3,phlat,1
INCOV060-BL,DRB3,field_1,arcasHLA,1
INCOV060-BL,DRB3,field_1,hlaminer,1
INCOV060-BL,DRB3,field_1,optitype,0
INCOV060-BL,DRB3,field_1,phlat,0
INCOV060-BL,DRB3,field_2,arcasHLA,1
INCOV060-BL,DRB3,field_2,hlaminer,1
INCOV060-BL,DRB3,field_2,optitype,0
INCOV060-BL,DRB3,field_2,phlat,0
INCOV060-BL,DRB3,field_3,arcasHLA,1
INCOV060-BL,DRB3,field_3,hlaminer,0
INCOV060-BL,DRB3,field_3,optitype,0
INCOV060-BL,DRB3,field_3,phlat,0
INCOV060-BL,DRB4,field_1,arcasHLA,1
INCOV060-BL,DRB4,field_1,hlaminer,1
INCOV060-BL,DRB4,field_1,optitype,0
INCOV060-BL,DRB4,field_1,phlat,0
INCOV060-BL,DRB4,field_2,arcasHLA,1
INCOV060-BL,DRB4,field_2,hlaminer,1
INCOV060-BL,DRB4,field_2,optitype,0
INCOV060-BL,DRB4,field_2,phlat,0
INCOV060-BL,DRB4,field_3,arcasHLA,1
INCOV060-BL,DRB4,field_3,hlaminer,0
INCOV060-BL,DRB4,field_3,optitype,0
INCOV060-BL,DRB4,field_3,phlat,0
INCOV060-CV,A,field_1,arcasHLA,0
INCOV060-CV,A,field_1,hlaminer,0
INCOV060-CV,A,field_1,optitype,0
INCOV060-CV,A,field_1,phlat,0
INCOV060-CV,A,field_2,arcasHLA,0
INCOV060-CV,A,field_2,hlaminer,0
INCOV060-CV,A,field_2,optitype,0
INCOV060-CV,A,field_2,phlat,0
INCOV060-CV,A,field_3,arcasHLA,0
INCOV060-CV,A,field_3,hlaminer,0
INCOV060-CV,A,field_3,optitype,0
INCOV060-CV,A,field_3,phlat,0
INCOV060-CV,B,field_1,arcasHLA,0
INCOV060-CV,B,field_1,hlaminer,0
INCOV060-CV,B,field_1,optitype,0
INCOV060-CV,B,field_1,phlat,0
INCOV060-CV,B,field_2,arcasHLA,0
INCOV060-CV,B,field_2,hlaminer,0
INCOV060-CV,B,field_2,optitype,0
INCOV060-CV,B,field_2,phlat,0
INCOV060-CV,B,field_3,arcasHLA,0
INCOV060-CV,B,field_3,hlaminer,0
INCOV060-CV,B,field_3,optitype,0
INCOV060-CV,B,field_3,phlat,0
INCOV060-CV,C,field_1,arcasHLA,0.5
INCOV060-CV,C,field_1,hlaminer,0.5
INCOV060-CV,C,field_1,optitype,0
INCOV060-CV,C,field_1,phlat,0.5
INCOV060-CV,C,field_2,arcasHLA,0.5
INCOV060-CV,C,field_2,hlaminer,0.5
INCOV060-CV,C,field_2,optitype,0
INCOV060-CV,C,field_2,phlat,0.5
INCOV060-CV,C,field_3,arcasHLA,0.5
INCOV060-CV,C,field_3,hlaminer,0
INCOV060-CV,C,field_3,optitype,0
INCOV060-CV,C,field_3,phlat,0
INCOV060-CV,DPA1,field_1,arcasHLA,1
INCOV060-CV,DPA1,field_1,hlaminer,0.5
INCOV060-CV,DPA1,field_1,optitype,0
INCOV060-CV,DPA1,field_1,phlat,0
INCOV060-CV,DPA1,field_2,arcasHLA,1
INCOV060-CV,DPA1,field_2,hlaminer,0
INCOV060-CV,DPA1,field_2,optitype,0
INCOV060-CV,DPA1,field_2,phlat,0
INCOV060-CV,DPA1,field_3,arcasHLA,1
INCOV060-CV,DPA1,field_3,hlaminer,0
INCOV060-CV,DPA1,field_3,optitype,0
INCOV060-CV,DPA1,field_3,phlat,0
INCOV060-CV,DPB1,field_1,arcasHLA,0
INCOV060-CV,DPB1,field_1,hlaminer,0.5
INCOV060-CV,DPB1,field_1,optitype,0
INCOV060-CV,DPB1,field_1,phlat,0
INCOV060-CV,DPB1,field_2,arcasHLA,0
INCOV060-CV,DPB1,field_2,hlaminer,0.5
INCOV060-CV,DPB1,field_2,optitype,0
INCOV060-CV,DPB1,field_2,phlat,0
INCOV060-CV,DPB1,field_3,arcasHLA,0
INCOV060-CV,DPB1,field_3,hlaminer,0
INCOV060-CV,DPB1,field_3,optitype,0
INCOV060-CV,DPB1,field_3,phlat,0
INCOV060-CV,DQA1,field_1,arcasHLA,0.5
INCOV060-CV,DQA1,field_1,hlaminer,0.5
INCOV060-CV,DQA1,field_1,optitype,0
INCOV060-CV,DQA1,field_1,phlat,0.5
INCOV060-CV,DQA1,field_2,arcasHLA,0
INCOV060-CV,DQA1,field_2,hlaminer,0.5
INCOV060-CV,DQA1,field_2,optitype,0
INCOV060-CV,DQA1,field_2,phlat,0
INCOV060-CV,DQA1,field_3,arcasHLA,0
INCOV060-CV,DQA1,field_3,hlaminer,0
INCOV060-CV,DQA1,field_3,optitype,0
INCOV060-CV,DQA1,field_3,phlat,0
INCOV060-CV,DQB1,field_1,arcasHLA,0
INCOV060-CV,DQB1,field_1,hlaminer,0
INCOV060-CV,DQB1,field_1,optitype,0
INCOV060-CV,DQB1,field_1,phlat,0
INCOV060-CV,DQB1,field_2,arcasHLA,0
INCOV060-CV,DQB1,field_2,hlaminer,0
INCOV060-CV,DQB1,field_2,optitype,0
INCOV060-CV,DQB1,field_2,phlat,0
INCOV060-CV,DQB1,field_3,arcasHLA,0
INCOV060-CV,DQB1,field_3,hlaminer,0
INCOV060-CV,DQB1,field_3,optitype,0
INCOV060-CV,DQB1,field_3,phlat,0
INCOV060-CV,DRB1,field_1,arcasHLA,0
INCOV060-CV,DRB1,field_1,hlaminer,0
INCOV060-CV,DRB1,field_1,optitype,0
INCOV060-CV,DRB1,field_1,phlat,0
INCOV060-CV,DRB1,field_2,arcasHLA,0
INCOV060-CV,DRB1,field_2,hlaminer,0
INCOV060-CV,DRB1,field_2,optitype,0
INCOV060-CV,DRB1,field_2,phlat,0
INCOV060-CV,DRB1,field_3,arcasHLA,0
INCOV060-CV,DRB1,field_3,hlaminer,0
INCOV060-CV,DRB1,field_3,optitype,0
INCOV060-CV,DRB1,field_3,phlat,0
INCOV060-CV,DRB3,field_1,arcasHLA,0
INCOV060-CV,DRB3,field_1,hlaminer,0
INCOV060-CV,DRB3,field_1,optitype,0
INCOV060-CV,DRB3,field_1,phlat,0
INCOV060-CV,DRB3,field_2,arcasHLA,0
INCOV060-CV,DRB3,field_2,hlaminer,0
INCOV060-CV,DRB3,field_2,optitype,0
INCOV060-CV,DRB3,field_2,phlat,0
INCOV060-CV,DRB3,field_3,arcasHLA,0
INCOV060-CV,DRB3,field_3,hlaminer,0
INCOV060-CV,DRB3,field_3,optitype,0
INCOV060-CV,DRB3,field_3,phlat,0
INCOV060-CV,DRB4,field_1,arcasHLA,1
INCOV060-CV,DRB4,field_1,hlaminer,1
INCOV060-CV,DRB4,field_1,optitype,0
INCOV060-CV,DRB4,field_1,phlat,0
INCOV060-CV,DRB4,field_2,arcasHLA,0
INCOV060-CV,DRB4,field_2,hlaminer,0
INCOV060-CV,DRB4,field_2,optitype,0
INCOV060-CV,DRB4,field_2,phlat,0
INCOV060-CV,DRB4,field_3,arcasHLA,0
INCOV060-CV,DRB4,field_3,hlaminer,0
INCOV060-CV,DRB4,field_3,optitype,0
INCOV060-CV,DRB4,field_3,phlat,0
INCOV061-AC,A,field_1,arcasHLA,1
INCOV061-AC,A,field_1,hlaminer,1
INCOV061-AC,A,field_1,optitype,0
INCOV061-AC,A,field_1,phlat,1
INCOV061-AC,A,field_2,arcasHLA,1
INCOV061-AC,A,field_2,hlaminer,0.5
INCOV061-AC,A,field_2,optitype,0
INCOV061-AC,A,field_2,phlat,1
INCOV061-AC,A,field_3,arcasHLA,1
INCOV061-AC,A,field_3,hlaminer,0
INCOV061-AC,A,field_3,optitype,0
INCOV061-AC,A,field_3,phlat,0
INCOV061-AC,B,field_1,arcasHLA,0.5
INCOV061-AC,B,field_1,hlaminer,0
INCOV061-AC,B,field_1,optitype,0
INCOV061-AC,B,field_1,phlat,1
INCOV061-AC,B,field_2,arcasHLA,0.5
INCOV061-AC,B,field_2,hlaminer,0
INCOV061-AC,B,field_2,optitype,0
INCOV061-AC,B,field_2,phlat,1
INCOV061-AC,B,field_3,arcasHLA,0.5
INCOV061-AC,B,field_3,hlaminer,0
INCOV061-AC,B,field_3,optitype,0
INCOV061-AC,B,field_3,phlat,1
INCOV061-AC,C,field_1,arcasHLA,1
INCOV061-AC,C,field_1,hlaminer,0.5
INCOV061-AC,C,field_1,optitype,0
INCOV061-AC,C,field_1,phlat,1
INCOV061-AC,C,field_2,arcasHLA,0.5
INCOV061-AC,C,field_2,hlaminer,0
INCOV061-AC,C,field_2,optitype,0
INCOV061-AC,C,field_2,phlat,1
INCOV061-AC,C,field_3,arcasHLA,0
INCOV061-AC,C,field_3,hlaminer,0
INCOV061-AC,C,field_3,optitype,0
INCOV061-AC,C,field_3,phlat,1
INCOV061-AC,DPA1,field_1,arcasHLA,1
INCOV061-AC,DPA1,field_1,hlaminer,0.5
INCOV061-AC,DPA1,field_1,optitype,0
INCOV061-AC,DPA1,field_1,phlat,0
INCOV061-AC,DPA1,field_2,arcasHLA,1
INCOV061-AC,DPA1,field_2,hlaminer,0.5
INCOV061-AC,DPA1,field_2,optitype,0
INCOV061-AC,DPA1,field_2,phlat,0
INCOV061-AC,DPA1,field_3,arcasHLA,1
INCOV061-AC,DPA1,field_3,hlaminer,0
INCOV061-AC,DPA1,field_3,optitype,0
INCOV061-AC,DPA1,field_3,phlat,0
INCOV061-AC,DPB1,field_1,arcasHLA,1
INCOV061-AC,DPB1,field_1,hlaminer,0.5
INCOV061-AC,DPB1,field_1,optitype,0
INCOV061-AC,DPB1,field_1,phlat,0
INCOV061-AC,DPB1,field_2,arcasHLA,1
INCOV061-AC,DPB1,field_2,hlaminer,0.5
INCOV061-AC,DPB1,field_2,optitype,0
INCOV061-AC,DPB1,field_2,phlat,0
INCOV061-AC,DPB1,field_3,arcasHLA,1
INCOV061-AC,DPB1,field_3,hlaminer,0
INCOV061-AC,DPB1,field_3,optitype,0
INCOV061-AC,DPB1,field_3,phlat,0
INCOV061-AC,DQA1,field_1,arcasHLA,1
INCOV061-AC,DQA1,field_1,hlaminer,0.5
INCOV061-AC,DQA1,field_1,optitype,0
INCOV061-AC,DQA1,field_1,phlat,1
INCOV061-AC,DQA1,field_2,arcasHLA,0.5
INCOV061-AC,DQA1,field_2,hlaminer,0.5
INCOV061-AC,DQA1,field_2,optitype,0
INCOV061-AC,DQA1,field_2,phlat,1
INCOV061-AC,DQA1,field_3,arcasHLA,0.5
INCOV061-AC,DQA1,field_3,hlaminer,0
INCOV061-AC,DQA1,field_3,optitype,0
INCOV061-AC,DQA1,field_3,phlat,1
INCOV061-AC,DQB1,field_1,arcasHLA,1
INCOV061-AC,DQB1,field_1,hlaminer,1
INCOV061-AC,DQB1,field_1,optitype,0
INCOV061-AC,DQB1,field_1,phlat,1
INCOV061-AC,DQB1,field_2,arcasHLA,1
INCOV061-AC,DQB1,field_2,hlaminer,1
INCOV061-AC,DQB1,field_2,optitype,0
INCOV061-AC,DQB1,field_2,phlat,1
INCOV061-AC,DQB1,field_3,arcasHLA,1
INCOV061-AC,DQB1,field_3,hlaminer,0
INCOV061-AC,DQB1,field_3,optitype,0
INCOV061-AC,DQB1,field_3,phlat,1
INCOV061-AC,DRB1,field_1,arcasHLA,1
INCOV061-AC,DRB1,field_1,hlaminer,1
INCOV061-AC,DRB1,field_1,optitype,0
INCOV061-AC,DRB1,field_1,phlat,1
INCOV061-AC,DRB1,field_2,arcasHLA,1
INCOV061-AC,DRB1,field_2,hlaminer,0.5
INCOV061-AC,DRB1,field_2,optitype,0
INCOV061-AC,DRB1,field_2,phlat,1
INCOV061-AC,DRB1,field_3,arcasHLA,1
INCOV061-AC,DRB1,field_3,hlaminer,0
INCOV061-AC,DRB1,field_3,optitype,0
INCOV061-AC,DRB1,field_3,phlat,0
INCOV061-AC,DRB5,field_1,arcasHLA,1
INCOV061-AC,DRB5,field_1,hlaminer,1
INCOV061-AC,DRB5,field_1,optitype,0
INCOV061-AC,DRB5,field_1,phlat,0
INCOV061-AC,DRB5,field_2,arcasHLA,1
INCOV061-AC,DRB5,field_2,hlaminer,0
INCOV061-AC,DRB5,field_2,optitype,0
INCOV061-AC,DRB5,field_2,phlat,0
INCOV061-AC,DRB5,field_3,arcasHLA,1
INCOV061-AC,DRB5,field_3,hlaminer,0
INCOV061-AC,DRB5,field_3,optitype,0
INCOV061-AC,DRB5,field_3,phlat,0
INCOV061-BL,A,field_1,arcasHLA,1
INCOV061-BL,A,field_1,hlaminer,1
INCOV061-BL,A,field_1,optitype,1
INCOV061-BL,A,field_1,phlat,1
INCOV061-BL,A,field_2,arcasHLA,0.5
INCOV061-BL,A,field_2,hlaminer,1
INCOV061-BL,A,field_2,optitype,1
INCOV061-BL,A,field_2,phlat,1
INCOV061-BL,A,field_3,arcasHLA,0.5
INCOV061-BL,A,field_3,hlaminer,0
INCOV061-BL,A,field_3,optitype,0
INCOV061-BL,A,field_3,phlat,0
INCOV061-BL,B,field_1,arcasHLA,0.5
INCOV061-BL,B,field_1,hlaminer,0.5
INCOV061-BL,B,field_1,optitype,1
INCOV061-BL,B,field_1,phlat,1
INCOV061-BL,B,field_2,arcasHLA,0.5
