sample,locus,field,genotyper,accuracy
INCOV061-BL,B,field_2,hlaminer,0
INCOV061-BL,B,field_2,optitype,1
INCOV061-BL,B,field_2,phlat,1
INCOV061-BL,B,field_3,arcasHLA,0.5
INCOV061-BL,B,field_3,hlaminer,0
INCOV061-BL,B,field_3,optitype,0
INCOV061-BL,B,field_3,phlat,1
INCOV061-BL,C,field_1,arcasHLA,1
INCOV061-BL,C,field_1,hlaminer,0.5
INCOV061-BL,C,field_1,optitype,1
INCOV061-BL,C,field_1,phlat,1
INCOV061-BL,C,field_2,arcasHLA,0.5
INCOV061-BL,C,field_2,hlaminer,0.5
INCOV061-BL,C,field_2,optitype,1
INCOV061-BL,C,field_2,phlat,0.5
INCOV061-BL,C,field_3,arcasHLA,0
INCOV061-BL,C,field_3,hlaminer,0
INCOV061-BL,C,field_3,optitype,0
INCOV061-BL,C,field_3,phlat,0.5
INCOV061-BL,DPA1,field_1,arcasHLA,1
INCOV061-BL,DPA1,field_1,hlaminer,0.5
INCOV061-BL,DPA1,field_1,optitype,0
INCOV061-BL,DPA1,field_1,phlat,0
INCOV061-BL,DPA1,field_2,arcasHLA,1
INCOV061-BL,DPA1,field_2,hlaminer,0
INCOV061-BL,DPA1,field_2,optitype,0
INCOV061-BL,DPA1,field_2,phlat,0
INCOV061-BL,DPA1,field_3,arcasHLA,1
INCOV061-BL,DPA1,field_3,hlaminer,0
INCOV061-BL,DPA1,field_3,optitype,0
INCOV061-BL,DPA1,field_3,phlat,0
INCOV061-BL,DPB1,field_1,arcasHLA,1
INCOV061-BL,DPB1,field_1,hlaminer,0.5
INCOV061-BL,DPB1,field_1,optitype,0
INCOV061-BL,DPB1,field_1,phlat,0
INCOV061-BL,DPB1,field_2,arcasHLA,1
INCOV061-BL,DPB1,field_2,hlaminer,0.5
INCOV061-BL,DPB1,field_2,optitype,0
INCOV061-BL,DPB1,field_2,phlat,0
INCOV061-BL,DPB1,field_3,arcasHLA,1
INCOV061-BL,DPB1,field_3,hlaminer,0
INCOV061-BL,DPB1,field_3,optitype,0
INCOV061-BL,DPB1,field_3,phlat,0
INCOV061-BL,DQA1,field_1,arcasHLA,1
INCOV061-BL,DQA1,field_1,hlaminer,0.5
INCOV061-BL,DQA1,field_1,optitype,0
INCOV061-BL,DQA1,field_1,phlat,1
INCOV061-BL,DQA1,field_2,arcasHLA,1
INCOV061-BL,DQA1,field_2,hlaminer,0.5
INCOV061-BL,DQA1,field_2,optitype,0
INCOV061-BL,DQA1,field_2,phlat,1
INCOV061-BL,DQA1,field_3,arcasHLA,1
INCOV061-BL,DQA1,field_3,hlaminer,0
INCOV061-BL,DQA1,field_3,optitype,0
INCOV061-BL,DQA1,field_3,phlat,1
INCOV061-BL,DQB1,field_1,arcasHLA,1
INCOV061-BL,DQB1,field_1,hlaminer,1
INCOV061-BL,DQB1,field_1,optitype,0
INCOV061-BL,DQB1,field_1,phlat,1
INCOV061-BL,DQB1,field_2,arcasHLA,1
INCOV061-BL,DQB1,field_2,hlaminer,1
INCOV061-BL,DQB1,field_2,optitype,0
INCOV061-BL,DQB1,field_2,phlat,1
INCOV061-BL,DQB1,field_3,arcasHLA,1
INCOV061-BL,DQB1,field_3,hlaminer,0
INCOV061-BL,DQB1,field_3,optitype,0
INCOV061-BL,DQB1,field_3,phlat,1
INCOV061-BL,DRB1,field_1,arcasHLA,1
INCOV061-BL,DRB1,field_1,hlaminer,1
INCOV061-BL,DRB1,field_1,optitype,0
INCOV061-BL,DRB1,field_1,phlat,1
INCOV061-BL,DRB1,field_2,arcasHLA,1
INCOV061-BL,DRB1,field_2,hlaminer,0
INCOV061-BL,DRB1,field_2,optitype,0
INCOV061-BL,DRB1,field_2,phlat,1
INCOV061-BL,DRB1,field_3,arcasHLA,1
INCOV061-BL,DRB1,field_3,hlaminer,0
INCOV061-BL,DRB1,field_3,optitype,0
INCOV061-BL,DRB1,field_3,phlat,0
INCOV061-BL,DRB5,field_1,arcasHLA,1
INCOV061-BL,DRB5,field_1,hlaminer,1
INCOV061-BL,DRB5,field_1,optitype,0
INCOV061-BL,DRB5,field_1,phlat,0
INCOV061-BL,DRB5,field_2,arcasHLA,1
INCOV061-BL,DRB5,field_2,hlaminer,1
INCOV061-BL,DRB5,field_2,optitype,0
INCOV061-BL,DRB5,field_2,phlat,0
INCOV061-BL,DRB5,field_3,arcasHLA,1
INCOV061-BL,DRB5,field_3,hlaminer,0
INCOV061-BL,DRB5,field_3,optitype,0
INCOV061-BL,DRB5,field_3,phlat,0
INCOV061-CV,A,field_1,arcasHLA,0
INCOV061-CV,A,field_1,hlaminer,0
INCOV061-CV,A,field_1,optitype,0
INCOV061-CV,A,field_1,phlat,0
INCOV061-CV,A,field_2,arcasHLA,0
INCOV061-CV,A,field_2,hlaminer,0
INCOV061-CV,A,field_2,optitype,0
INCOV061-CV,A,field_2,phlat,0
INCOV061-CV,A,field_3,arcasHLA,0
INCOV061-CV,A,field_3,hlaminer,0
INCOV061-CV,A,field_3,optitype,0
INCOV061-CV,A,field_3,phlat,0
INCOV061-CV,B,field_1,arcasHLA,0
INCOV061-CV,B,field_1,hlaminer,0
INCOV061-CV,B,field_1,optitype,0
INCOV061-CV,B,field_1,phlat,0
INCOV061-CV,B,field_2,arcasHLA,0
INCOV061-CV,B,field_2,hlaminer,0
INCOV061-CV,B,field_2,optitype,0
INCOV061-CV,B,field_2,phlat,0
INCOV061-CV,B,field_3,arcasHLA,0
INCOV061-CV,B,field_3,hlaminer,0
INCOV061-CV,B,field_3,optitype,0
INCOV061-CV,B,field_3,phlat,0
INCOV061-CV,C,field_1,arcasHLA,0
INCOV061-CV,C,field_1,hlaminer,0
INCOV061-CV,C,field_1,optitype,0
INCOV061-CV,C,field_1,phlat,0
INCOV061-CV,C,field_2,arcasHLA,0
INCOV061-CV,C,field_2,hlaminer,0
INCOV061-CV,C,field_2,optitype,0
INCOV061-CV,C,field_2,phlat,0
INCOV061-CV,C,field_3,arcasHLA,0
INCOV061-CV,C,field_3,hlaminer,0
INCOV061-CV,C,field_3,optitype,0
INCOV061-CV,C,field_3,phlat,0
INCOV061-CV,DPA1,field_1,arcasHLA,0
INCOV061-CV,DPA1,field_1,hlaminer,0.5
INCOV061-CV,DPA1,field_1,optitype,0
INCOV061-CV,DPA1,field_1,phlat,0
INCOV061-CV,DPA1,field_2,arcasHLA,0
INCOV061-CV,DPA1,field_2,hlaminer,0.5
INCOV061-CV,DPA1,field_2,optitype,0
INCOV061-CV,DPA1,field_2,phlat,0
INCOV061-CV,DPA1,field_3,arcasHLA,0
INCOV061-CV,DPA1,field_3,hlaminer,0
INCOV061-CV,DPA1,field_3,optitype,0
INCOV061-CV,DPA1,field_3,phlat,0
INCOV061-CV,DPB1,field_1,arcasHLA,0
INCOV061-CV,DPB1,field_1,hlaminer,0
INCOV061-CV,DPB1,field_1,optitype,0
INCOV061-CV,DPB1,field_1,phlat,0
INCOV061-CV,DPB1,field_2,arcasHLA,0
INCOV061-CV,DPB1,field_2,hlaminer,0
INCOV061-CV,DPB1,field_2,optitype,0
INCOV061-CV,DPB1,field_2,phlat,0
INCOV061-CV,DPB1,field_3,arcasHLA,0
INCOV061-CV,DPB1,field_3,hlaminer,0
INCOV061-CV,DPB1,field_3,optitype,0
INCOV061-CV,DPB1,field_3,phlat,0
INCOV061-CV,DQA1,field_1,arcasHLA,0
INCOV061-CV,DQA1,field_1,hlaminer,0
INCOV061-CV,DQA1,field_1,optitype,0
INCOV061-CV,DQA1,field_1,phlat,0
INCOV061-CV,DQA1,field_2,arcasHLA,0
INCOV061-CV,DQA1,field_2,hlaminer,0
INCOV061-CV,DQA1,field_2,optitype,0
INCOV061-CV,DQA1,field_2,phlat,0
INCOV061-CV,DQA1,field_3,arcasHLA,0
INCOV061-CV,DQA1,field_3,hlaminer,0
INCOV061-CV,DQA1,field_3,optitype,0
INCOV061-CV,DQA1,field_3,phlat,0
INCOV061-CV,DQB1,field_1,arcasHLA,0
INCOV061-CV,DQB1,field_1,hlaminer,0
INCOV061-CV,DQB1,field_1,optitype,0
INCOV061-CV,DQB1,field_1,phlat,0
INCOV061-CV,DQB1,field_2,arcasHLA,0
INCOV061-CV,DQB1,field_2,hlaminer,0
INCOV061-CV,DQB1,field_2,optitype,0
INCOV061-CV,DQB1,field_2,phlat,0
INCOV061-CV,DQB1,field_3,arcasHLA,0
INCOV061-CV,DQB1,field_3,hlaminer,0
INCOV061-CV,DQB1,field_3,optitype,0
INCOV061-CV,DQB1,field_3,phlat,0
INCOV061-CV,DRB1,field_1,arcasHLA,0
INCOV061-CV,DRB1,field_1,hlaminer,0
INCOV061-CV,DRB1,field_1,optitype,0
INCOV061-CV,DRB1,field_1,phlat,0
INCOV061-CV,DRB1,field_2,arcasHLA,0
INCOV061-CV,DRB1,field_2,hlaminer,0
INCOV061-CV,DRB1,field_2,optitype,0
INCOV061-CV,DRB1,field_2,phlat,0
INCOV061-CV,DRB1,field_3,arcasHLA,0
INCOV061-CV,DRB1,field_3,hlaminer,0
INCOV061-CV,DRB1,field_3,optitype,0
INCOV061-CV,DRB1,field_3,phlat,0
INCOV061-CV,DRB5,field_1,arcasHLA,0
INCOV061-CV,DRB5,field_1,hlaminer,1
INCOV061-CV,DRB5,field_1,optitype,0
INCOV061-CV,DRB5,field_1,phlat,0
INCOV061-CV,DRB5,field_2,arcasHLA,0
INCOV061-CV,DRB5,field_2,hlaminer,1
INCOV061-CV,DRB5,field_2,optitype,0
INCOV061-CV,DRB5,field_2,phlat,0
INCOV061-CV,DRB5,field_3,arcasHLA,0
INCOV061-CV,DRB5,field_3,hlaminer,0
INCOV061-CV,DRB5,field_3,optitype,0
INCOV061-CV,DRB5,field_3,phlat,0
INCOV062-AC,A,field_1,arcasHLA,1
INCOV062-AC,A,field_1,hlaminer,1
INCOV062-AC,A,field_1,optitype,1
INCOV062-AC,A,field_1,phlat,1
INCOV062-AC,A,field_2,arcasHLA,1
INCOV062-AC,A,field_2,hlaminer,0.5
INCOV062-AC,A,field_2,optitype,1
INCOV062-AC,A,field_2,phlat,1
INCOV062-AC,A,field_3,arcasHLA,1
INCOV062-AC,A,field_3,hlaminer,0
INCOV062-AC,A,field_3,optitype,0
INCOV062-AC,A,field_3,phlat,0
INCOV062-AC,B,field_1,arcasHLA,0.5
INCOV062-AC,B,field_1,hlaminer,1
INCOV062-AC,B,field_1,optitype,1
INCOV062-AC,B,field_1,phlat,1
INCOV062-AC,B,field_2,arcasHLA,0.5
INCOV062-AC,B,field_2,hlaminer,0
INCOV062-AC,B,field_2,optitype,1
INCOV062-AC,B,field_2,phlat,1
INCOV062-AC,B,field_3,arcasHLA,0.5
INCOV062-AC,B,field_3,hlaminer,0
INCOV062-AC,B,field_3,optitype,0
INCOV062-AC,B,field_3,phlat,0
INCOV062-AC,C,field_1,arcasHLA,1
INCOV062-AC,C,field_1,hlaminer,1
INCOV062-AC,C,field_1,optitype,1
INCOV062-AC,C,field_1,phlat,1
INCOV062-AC,C,field_2,arcasHLA,1
INCOV062-AC,C,field_2,hlaminer,0
INCOV062-AC,C,field_2,optitype,1
INCOV062-AC,C,field_2,phlat,1
INCOV062-AC,C,field_3,arcasHLA,1
INCOV062-AC,C,field_3,hlaminer,0
INCOV062-AC,C,field_3,optitype,0
INCOV062-AC,C,field_3,phlat,0.5
INCOV062-AC,DPA1,field_1,arcasHLA,1
INCOV062-AC,DPA1,field_1,hlaminer,0.5
INCOV062-AC,DPA1,field_1,optitype,0
INCOV062-AC,DPA1,field_1,phlat,0
INCOV062-AC,DPA1,field_2,arcasHLA,1
INCOV062-AC,DPA1,field_2,hlaminer,0
INCOV062-AC,DPA1,field_2,optitype,0
INCOV062-AC,DPA1,field_2,phlat,0
INCOV062-AC,DPA1,field_3,arcasHLA,1
INCOV062-AC,DPA1,field_3,hlaminer,0
INCOV062-AC,DPA1,field_3,optitype,0
INCOV062-AC,DPA1,field_3,phlat,0
INCOV062-AC,DPB1,field_1,arcasHLA,1
INCOV062-AC,DPB1,field_1,hlaminer,0.5
INCOV062-AC,DPB1,field_1,optitype,0
INCOV062-AC,DPB1,field_1,phlat,0
INCOV062-AC,DPB1,field_2,arcasHLA,1
INCOV062-AC,DPB1,field_2,hlaminer,0.5
INCOV062-AC,DPB1,field_2,optitype,0
INCOV062-AC,DPB1,field_2,phlat,0
INCOV062-AC,DPB1,field_3,arcasHLA,1
INCOV062-AC,DPB1,field_3,hlaminer,0
INCOV062-AC,DPB1,field_3,optitype,0
INCOV062-AC,DPB1,field_3,phlat,0
INCOV062-AC,DQA1,field_1,arcasHLA,1
INCOV062-AC,DQA1,field_1,hlaminer,0.5
INCOV062-AC,DQA1,field_1,optitype,0
INCOV062-AC,DQA1,field_1,phlat,1
INCOV062-AC,DQA1,field_2,arcasHLA,1
INCOV062-AC,DQA1,field_2,hlaminer,0.5
INCOV062-AC,DQA1,field_2,optitype,0
INCOV062-AC,DQA1,field_2,phlat,1
INCOV062-AC,DQA1,field_3,arcasHLA,1
INCOV062-AC,DQA1,field_3,hlaminer,0
INCOV062-AC,DQA1,field_3,optitype,0
INCOV062-AC,DQA1,field_3,phlat,1
INCOV062-AC,DQB1,field_1,arcasHLA,1
INCOV062-AC,DQB1,field_1,hlaminer,0.5
INCOV062-AC,DQB1,field_1,optitype,0
INCOV062-AC,DQB1,field_1,phlat,1
INCOV062-AC,DQB1,field_2,arcasHLA,0.5
INCOV062-AC,DQB1,field_2,hlaminer,0.5
INCOV062-AC,DQB1,field_2,optitype,0
INCOV062-AC,DQB1,field_2,phlat,1
INCOV062-AC,DQB1,field_3,arcasHLA,0.5
INCOV062-AC,DQB1,field_3,hlaminer,0
INCOV062-AC,DQB1,field_3,optitype,0
INCOV062-AC,DQB1,field_3,phlat,1
INCOV062-AC,DRB1,field_1,arcasHLA,1
INCOV062-AC,DRB1,field_1,hlaminer,1
INCOV062-AC,DRB1,field_1,optitype,0
INCOV062-AC,DRB1,field_1,phlat,1
INCOV062-AC,DRB1,field_2,arcasHLA,1
INCOV062-AC,DRB1,field_2,hlaminer,1
INCOV062-AC,DRB1,field_2,optitype,0
INCOV062-AC,DRB1,field_2,phlat,1
INCOV062-AC,DRB1,field_3,arcasHLA,1
INCOV062-AC,DRB1,field_3,hlaminer,0
INCOV062-AC,DRB1,field_3,optitype,0
INCOV062-AC,DRB1,field_3,phlat,0
INCOV062-AC,DRB4,field_1,arcasHLA,1
INCOV062-AC,DRB4,field_1,hlaminer,1
INCOV062-AC,DRB4,field_1,optitype,0
INCOV062-AC,DRB4,field_1,phlat,0
INCOV062-AC,DRB4,field_2,arcasHLA,1
INCOV062-AC,DRB4,field_2,hlaminer,0
INCOV062-AC,DRB4,field_2,optitype,0
INCOV062-AC,DRB4,field_2,phlat,0
INCOV062-AC,DRB4,field_3,arcasHLA,1
INCOV062-AC,DRB4,field_3,hlaminer,0
INCOV062-AC,DRB4,field_3,optitype,0
INCOV062-AC,DRB4,field_3,phlat,0
INCOV062-AC,DRB5,field_1,arcasHLA,1
INCOV062-AC,DRB5,field_1,hlaminer,1
INCOV062-AC,DRB5,field_1,optitype,0
INCOV062-AC,DRB5,field_1,phlat,0
INCOV062-AC,DRB5,field_2,arcasHLA,1
INCOV062-AC,DRB5,field_2,hlaminer,1
INCOV062-AC,DRB5,field_2,optitype,0
INCOV062-AC,DRB5,field_2,phlat,0
INCOV062-AC,DRB5,field_3,arcasHLA,1
INCOV062-AC,DRB5,field_3,hlaminer,0
INCOV062-AC,DRB5,field_3,optitype,0
INCOV062-AC,DRB5,field_3,phlat,0
INCOV062-BL,A,field_1,arcasHLA,1
INCOV062-BL,A,field_1,hlaminer,1
INCOV062-BL,A,field_1,optitype,1
INCOV062-BL,A,field_1,phlat,1
INCOV062-BL,A,field_2,arcasHLA,1
INCOV062-BL,A,field_2,hlaminer,0.5
INCOV062-BL,A,field_2,optitype,1
INCOV062-BL,A,field_2,phlat,1
INCOV062-BL,A,field_3,arcasHLA,1
INCOV062-BL,A,field_3,hlaminer,0
INCOV062-BL,A,field_3,optitype,0
INCOV062-BL,A,field_3,phlat,0
INCOV062-BL,B,field_1,arcasHLA,0.5
INCOV062-BL,B,field_1,hlaminer,1
INCOV062-BL,B,field_1,optitype,1
INCOV062-BL,B,field_1,phlat,1
INCOV062-BL,B,field_2,arcasHLA,0.5
INCOV062-BL,B,field_2,hlaminer,0.5
INCOV062-BL,B,field_2,optitype,1
INCOV062-BL,B,field_2,phlat,1
INCOV062-BL,B,field_3,arcasHLA,0.5
INCOV062-BL,B,field_3,hlaminer,0
INCOV062-BL,B,field_3,optitype,0
INCOV062-BL,B,field_3,phlat,0
INCOV062-BL,C,field_1,arcasHLA,1
INCOV062-BL,C,field_1,hlaminer,1
INCOV062-BL,C,field_1,optitype,1
INCOV062-BL,C,field_1,phlat,1
INCOV062-BL,C,field_2,arcasHLA,1
INCOV062-BL,C,field_2,hlaminer,0.5
INCOV062-BL,C,field_2,optitype,1
INCOV062-BL,C,field_2,phlat,1
INCOV062-BL,C,field_3,arcasHLA,1
INCOV062-BL,C,field_3,hlaminer,0
INCOV062-BL,C,field_3,optitype,0
INCOV062-BL,C,field_3,phlat,0.5
INCOV062-BL,DPA1,field_1,arcasHLA,1
INCOV062-BL,DPA1,field_1,hlaminer,0.5
INCOV062-BL,DPA1,field_1,optitype,0
INCOV062-BL,DPA1,field_1,phlat,0
INCOV062-BL,DPA1,field_2,arcasHLA,1
INCOV062-BL,DPA1,field_2,hlaminer,0
INCOV062-BL,DPA1,field_2,optitype,0
INCOV062-BL,DPA1,field_2,phlat,0
INCOV062-BL,DPA1,field_3,arcasHLA,1
INCOV062-BL,DPA1,field_3,hlaminer,0
INCOV062-BL,DPA1,field_3,optitype,0
INCOV062-BL,DPA1,field_3,phlat,0
INCOV062-BL,DPB1,field_1,arcasHLA,1
INCOV062-BL,DPB1,field_1,hlaminer,0.5
INCOV062-BL,DPB1,field_1,optitype,0
INCOV062-BL,DPB1,field_1,phlat,0
INCOV062-BL,DPB1,field_2,arcasHLA,1
INCOV062-BL,DPB1,field_2,hlaminer,0.5
INCOV062-BL,DPB1,field_2,optitype,0
INCOV062-BL,DPB1,field_2,phlat,0
INCOV062-BL,DPB1,field_3,arcasHLA,1
INCOV062-BL,DPB1,field_3,hlaminer,0
INCOV062-BL,DPB1,field_3,optitype,0
INCOV062-BL,DPB1,field_3,phlat,0
INCOV062-BL,DQA1,field_1,arcasHLA,1
INCOV062-BL,DQA1,field_1,hlaminer,0.5
INCOV062-BL,DQA1,field_1,optitype,0
INCOV062-BL,DQA1,field_1,phlat,1
INCOV062-BL,DQA1,field_2,arcasHLA,1
INCOV062-BL,DQA1,field_2,hlaminer,0.5
INCOV062-BL,DQA1,field_2,optitype,0
INCOV062-BL,DQA1,field_2,phlat,1
INCOV062-BL,DQA1,field_3,arcasHLA,1
INCOV062-BL,DQA1,field_3,hlaminer,0
INCOV062-BL,DQA1,field_3,optitype,0
INCOV062-BL,DQA1,field_3,phlat,1
INCOV062-BL,DQB1,field_1,arcasHLA,1
INCOV062-BL,DQB1,field_1,hlaminer,0.5
INCOV062-BL,DQB1,field_1,optitype,0
INCOV062-BL,DQB1,field_1,phlat,1
INCOV062-BL,DQB1,field_2,arcasHLA,0.5
INCOV062-BL,DQB1,field_2,hlaminer,0.5
INCOV062-BL,DQB1,field_2,optitype,0
INCOV062-BL,DQB1,field_2,phlat,1
INCOV062-BL,DQB1,field_3,arcasHLA,0
INCOV062-BL,DQB1,field_3,hlaminer,0
INCOV062-BL,DQB1,field_3,optitype,0
INCOV062-BL,DQB1,field_3,phlat,1
INCOV062-BL,DRB1,field_1,arcasHLA,1
INCOV062-BL,DRB1,field_1,hlaminer,0.5
INCOV062-BL,DRB1,field_1,optitype,0
INCOV062-BL,DRB1,field_1,phlat,1
INCOV062-BL,DRB1,field_2,arcasHLA,1
INCOV062-BL,DRB1,field_2,hlaminer,0.5
INCOV062-BL,DRB1,field_2,optitype,0
INCOV062-BL,DRB1,field_2,phlat,1
INCOV062-BL,DRB1,field_3,arcasHLA,1
INCOV062-BL,DRB1,field_3,hlaminer,0
INCOV062-BL,DRB1,field_3,optitype,0
INCOV062-BL,DRB1,field_3,phlat,0
INCOV062-BL,DRB4,field_1,arcasHLA,1
INCOV062-BL,DRB4,field_1,hlaminer,1
INCOV062-BL,DRB4,field_1,optitype,0
INCOV062-BL,DRB4,field_1,phlat,0
INCOV062-BL,DRB4,field_2,arcasHLA,1
INCOV062-BL,DRB4,field_2,hlaminer,0
INCOV062-BL,DRB4,field_2,optitype,0
INCOV062-BL,DRB4,field_2,phlat,0
INCOV062-BL,DRB4,field_3,arcasHLA,1
INCOV062-BL,DRB4,field_3,hlaminer,0
INCOV062-BL,DRB4,field_3,optitype,0
INCOV062-BL,DRB4,field_3,phlat,0
INCOV062-BL,DRB5,field_1,arcasHLA,1
INCOV062-BL,DRB5,field_1,hlaminer,1
INCOV062-BL,DRB5,field_1,optitype,0
INCOV062-BL,DRB5,field_1,phlat,0
INCOV062-BL,DRB5,field_2,arcasHLA,1
INCOV062-BL,DRB5,field_2,hlaminer,0
INCOV062-BL,DRB5,field_2,optitype,0
INCOV062-BL,DRB5,field_2,phlat,0
INCOV062-BL,DRB5,field_3,arcasHLA,1
INCOV062-BL,DRB5,field_3,hlaminer,0
INCOV062-BL,DRB5,field_3,optitype,0
INCOV062-BL,DRB5,field_3,phlat,0
INCOV063-AC,A,field_1,arcasHLA,1
INCOV063-AC,A,field_1,hlaminer,1
INCOV063-AC,A,field_1,optitype,1
INCOV063-AC,A,field_1,phlat,1
INCOV063-AC,A,field_2,arcasHLA,0
INCOV063-AC,A,field_2,hlaminer,0.5
INCOV063-AC,A,field_2,optitype,1
INCOV063-AC,A,field_2,phlat,1
INCOV063-AC,A,field_3,arcasHLA,0
INCOV063-AC,A,field_3,hlaminer,0
INCOV063-AC,A,field_3,optitype,0
INCOV063-AC,A,field_3,phlat,0
INCOV063-AC,B,field_1,arcasHLA,1
INCOV063-AC,B,field_1,hlaminer,0.5
INCOV063-AC,B,field_1,optitype,1
INCOV063-AC,B,field_1,phlat,1
INCOV063-AC,B,field_2,arcasHLA,1
INCOV063-AC,B,field_2,hlaminer,0
INCOV063-AC,B,field_2,optitype,1
INCOV063-AC,B,field_2,phlat,1
INCOV063-AC,B,field_3,arcasHLA,1
INCOV063-AC,B,field_3,hlaminer,0
INCOV063-AC,B,field_3,optitype,0
INCOV063-AC,B,field_3,phlat,1
INCOV063-AC,C,field_1,arcasHLA,1
INCOV063-AC,C,field_1,hlaminer,1
INCOV063-AC,C,field_1,optitype,1
INCOV063-AC,C,field_1,phlat,1
INCOV063-AC,C,field_2,arcasHLA,0.5
INCOV063-AC,C,field_2,hlaminer,0.5
INCOV063-AC,C,field_2,optitype,1
INCOV063-AC,C,field_2,phlat,1
INCOV063-AC,C,field_3,arcasHLA,0.5
INCOV063-AC,C,field_3,hlaminer,0
INCOV063-AC,C,field_3,optitype,0
INCOV063-AC,C,field_3,phlat,0
INCOV063-AC,DPA1,field_1,arcasHLA,1
INCOV063-AC,DPA1,field_1,hlaminer,0.5
INCOV063-AC,DPA1,field_1,optitype,0
INCOV063-AC,DPA1,field_1,phlat,0
INCOV063-AC,DPA1,field_2,arcasHLA,1
INCOV063-AC,DPA1,field_2,hlaminer,0
INCOV063-AC,DPA1,field_2,optitype,0
INCOV063-AC,DPA1,field_2,phlat,0
INCOV063-AC,DPA1,field_3,arcasHLA,1
INCOV063-AC,DPA1,field_3,hlaminer,0
INCOV063-AC,DPA1,field_3,optitype,0
INCOV063-AC,DPA1,field_3,phlat,0
INCOV063-AC,DPB1,field_1,arcasHLA,1
INCOV063-AC,DPB1,field_1,hlaminer,1
INCOV063-AC,DPB1,field_1,optitype,0
INCOV063-AC,DPB1,field_1,phlat,0
INCOV063-AC,DPB1,field_2,arcasHLA,1
INCOV063-AC,DPB1,field_2,hlaminer,1
INCOV063-AC,DPB1,field_2,optitype,0
INCOV063-AC,DPB1,field_2,phlat,0
INCOV063-AC,DPB1,field_3,arcasHLA,1
INCOV063-AC,DPB1,field_3,hlaminer,0
INCOV063-AC,DPB1,field_3,optitype,0
INCOV063-AC,DPB1,field_3,phlat,0
INCOV063-AC,DQA1,field_1,arcasHLA,1
INCOV063-AC,DQA1,field_1,hlaminer,1
INCOV063-AC,DQA1,field_1,optitype,0
INCOV063-AC,DQA1,field_1,phlat,1
INCOV063-AC,DQA1,field_2,arcasHLA,1
INCOV063-AC,DQA1,field_2,hlaminer,1
INCOV063-AC,DQA1,field_2,optitype,0
INCOV063-AC,DQA1,field_2,phlat,1
INCOV063-AC,DQA1,field_3,arcasHLA,1
INCOV063-AC,DQA1,field_3,hlaminer,0
INCOV063-AC,DQA1,field_3,optitype,0
INCOV063-AC,DQA1,field_3,phlat,1
INCOV063-AC,DQB1,field_1,arcasHLA,1
INCOV063-AC,DQB1,field_1,hlaminer,1
INCOV063-AC,DQB1,field_1,optitype,0
INCOV063-AC,DQB1,field_1,phlat,1
INCOV063-AC,DQB1,field_2,arcasHLA,1
INCOV063-AC,DQB1,field_2,hlaminer,1
INCOV063-AC,DQB1,field_2,optitype,0
INCOV063-AC,DQB1,field_2,phlat,1
INCOV063-AC,DQB1,field_3,arcasHLA,1
INCOV063-AC,DQB1,field_3,hlaminer,0
INCOV063-AC,DQB1,field_3,optitype,0
INCOV063-AC,DQB1,field_3,phlat,1
INCOV063-AC,DRB1,field_1,arcasHLA,1
INCOV063-AC,DRB1,field_1,hlaminer,1
INCOV063-AC,DRB1,field_1,optitype,0
INCOV063-AC,DRB1,field_1,phlat,1
INCOV063-AC,DRB1,field_2,arcasHLA,1
INCOV063-AC,DRB1,field_2,hlaminer,0
INCOV063-AC,DRB1,field_2,optitype,0
INCOV063-AC,DRB1,field_2,phlat,1
INCOV063-AC,DRB1,field_3,arcasHLA,1
INCOV063-AC,DRB1,field_3,hlaminer,0
INCOV063-AC,DRB1,field_3,optitype,0
INCOV063-AC,DRB1,field_3,phlat,1
INCOV063-AC,DRB3,field_1,arcasHLA,1
INCOV063-AC,DRB3,field_1,hlaminer,1
INCOV063-AC,DRB3,field_1,optitype,0
INCOV063-AC,DRB3,field_1,phlat,0
INCOV063-AC,DRB3,field_2,arcasHLA,1
INCOV063-AC,DRB3,field_2,hlaminer,1
INCOV063-AC,DRB3,field_2,optitype,0
INCOV063-AC,DRB3,field_2,phlat,0
INCOV063-AC,DRB3,field_3,arcasHLA,1
INCOV063-AC,DRB3,field_3,hlaminer,0
INCOV063-AC,DRB3,field_3,optitype,0
INCOV063-AC,DRB3,field_3,phlat,0
INCOV063-BL,A,field_1,arcasHLA,1
INCOV063-BL,A,field_1,hlaminer,0.5
INCOV063-BL,A,field_1,optitype,1
INCOV063-BL,A,field_1,phlat,1
INCOV063-BL,A,field_2,arcasHLA,0.5
INCOV063-BL,A,field_2,hlaminer,0.5
INCOV063-BL,A,field_2,optitype,1
INCOV063-BL,A,field_2,phlat,1
INCOV063-BL,A,field_3,arcasHLA,0.5
INCOV063-BL,A,field_3,hlaminer,0
INCOV063-BL,A,field_3,optitype,0
INCOV063-BL,A,field_3,phlat,0
INCOV063-BL,B,field_1,arcasHLA,1
INCOV063-BL,B,field_1,hlaminer,0.5
INCOV063-BL,B,field_1,optitype,1
INCOV063-BL,B,field_1,phlat,1
INCOV063-BL,B,field_2,arcasHLA,1
INCOV063-BL,B,field_2,hlaminer,0
INCOV063-BL,B,field_2,optitype,1
INCOV063-BL,B,field_2,phlat,1
INCOV063-BL,B,field_3,arcasHLA,1
INCOV063-BL,B,field_3,hlaminer,0
INCOV063-BL,B,field_3,optitype,0
INCOV063-BL,B,field_3,phlat,1
